id,athleteName,year,nationality,sport,reviewStatus,sourceLocator,sourceUrl
ita-903ff29b8c39,Rukhshona Shukhratova,2025,烏茲別克,踢拳,core_checked,Kickboxer Shukhratova Rukhshona accepts a two-year period of ineligibility for her anti-doping rule violation：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/kickboxer-shukhratova-rukhshona-accepts-a-two-year-period-of-ineligibility-for-her-anti-doping-rule-violation/
ita-7e1f7d2aa11a,Abderrezzak Lamrani,2024,阿爾及利亞,泰拳,core_checked,The ITA reports that athlete Abderrezzak Lamrani has been sanctioned with a 6-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-athlete-abderrezzak-lamrani-has-been-sanctioned-with-a-6-year-period-of-ineligibility/
ita-c346670bf110,Ulugbek Rashitov,2025,烏茲別克,跆拳道,core_checked,The ITA reports that taekwondo athlete Ulugbek Rashitov accepted a 2-year sanction for three whereabouts failures：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-taekwondo-athlete-ulugbek-rashitov-accepted-a-2-year-sanction-for-three-whereabouts-failures/
ita-630a0e06cd4d,Danylo Matiash,2024,烏克蘭,踢拳,core_checked,The ITA reports that kickboxer Danylo Matiash has been sanctioned with a 2-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-kickboxer-danylo-matiash-has-been-sanctioned-with-a-2-year-period-of-ineligibility/
ita-3aa656ac7817,Noel Salas Buitimea,2024,墨西哥,棒球,core_checked,The ITA reports that baseball player Noel Salas Buitimea has been sanctioned with a four-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-baseball-player-noel-salas-buitimea-has-been-sanctioned-with-a-four-year-period-of-ineligibility/
ita-4d5be27eaa86,Ruben Dario Tejada Abrego,2024,巴拿馬,棒球,core_checked,The ITA reports that baseball player Ruben Dario Tejada Abrego was sanctioned with a four-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-baseball-player-ruben-dario-tejada-abrego-was-sanctioned-with-a-four-year-period-of-ineligibility/
ita-4e4b3efb8c31,Francisca Dias Laia,2024,葡萄牙,輕艇,core_checked,The ITA reports that canoeist Francisca Dias Laia has been sanctioned with a four-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-canoeist-francisca-dias-laia-has-been-sanctioned-with-a-four-year-period-of-ineligibility/
ita-541fa9bb989c,Jaclynn Reese Fowler,2023,美國,跳水,core_checked,ITA reports that diver Jaclynn Reese Fowler has been sanctioned with a 4-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/ita-reports-that-diver-jaclynn-reese-fowler-has-been-sanctioned-with-a-4-year-period-of-ineligibility/
ita-fe501f1c5029,Francisco Acuña Rocha,2023,哥倫比亞,棒球,core_checked,The ITA reports that baseball player Francisco Acuña Rocha has been sanctioned with a 2-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-baseball-player-francisco-acuna-rocha-has-been-sanctioned-with-a-2-year-period-of-ineligibility/
ita-18dfc5fc2384,Sarsen Zhetibayev,2024,哈薩克,寢技格鬥,core_checked,The ITA reports that wrestler Sarsen Zhetibayev has been sanctioned with a 3-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-wrestler-sarsen-zhetibayev-has-been-sanctioned-with-a-3-year-period-of-ineligibility/
ita-4be75fd7dbcc,Ahmed Jalal Abbas Mansoor Fadhul,2024,巴林,手球,core_checked,The ITA reports 2-year sanction for handball player Ahmed Jalal Abbas Mansoor Fadhul：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-2-year-sanction-for-handball-player-ahmed-jalal-abbas-mansoor-fadhul/
ita-cdb375c17d7b,Xiaojun Lyu,2022,中國,舉重,core_checked,The ITA acknowledges the CAS ADD decision sanctioning weightlifter Xiaojun Lyu：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-acknowledges-the-cas-add-decision-sanctioning-weightlifter-xiaojun-lyu/
ita-f81d31071239,Miguel Angel Lopez Moreno,2022,哥倫比亞,自行車,core_checked,UCI statement concerning Miguel Ángel López：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://www.uci.org/pressrelease/uci-statement-concerning-miguel-angel-lopez/6CjUOXvDkWZN1FdLo8eYlV
ita-b004f8594e83,Mariam Hamdy Mostafa,2023,埃及,庫拉什,core_checked,The ITA reports that kurash athlete Mariam Hamdy Mostafa has been sanctioned with a 2-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-kurash-athlete-mariam-hamdy-mostafa-has-been-sanctioned-with-a-2-year-period-of-ineligibility/
ita-fb7d5559b03e,Samat Aitpanbet,2024,哈薩克,寢技格鬥,core_checked,The ITA sanctions wrestler Samat Aitpanbet with a 3-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-sanctions-wrestler-samat-aitpanbet-with-a-3-year-period-of-ineligibility/
ita-53e58cf7fa92,Ali Sofuoğlu,2023,土耳其,空手道,core_checked,The ITA acknowledges the WKF’s decision to sanction athlete Ali Sofuoğlu with a two-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-acknowledges-the-wkfs-decision-to-sanction-athlete-ali-sofuoglu-with-a-two-year-period-of-ineligibility/
ita-b982468f3f91,Miguel Austin Olivares Medina,2024,委內瑞拉,棒球,core_checked,The ITA reports that baseball player Miguel Austin Olivares Medina has been sanctioned with a 3-year period of ineligibility：完整個案公告：身分／事件段、處分起訖與成績段、程序更新段,https://ita.sport/news/the-ita-reports-that-baseball-player-miguel-austin-olivares-medina-was-sanctioned-with-a-3-year-period-of-ineligibility/
ita-ebd5cbdb73ff,Dmitriy Baboryko,2024,俄羅斯,角力,core_checked,The ITA reports that wrestler Dmitriy Baboryko has been sanctioned with a 2-year period of ineligibility：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-reports-that-wrestler-dmitriy-baboryko-has-been-sanctioned-with-a-2-year-period-of-ineligibility/
ita-938905a31f25,Melissa Lisset Martinez Acevez,2023,墨西哥,踢拳,core_checked,The ITA sanctions two kickboxers with 2-year ineligibility periods each for three whereabouts failures：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-sanctions-two-kickboxers-with-2-year-ineligibility-periods-each-for-three-whereabouts-failures/
ita-08218f4c9c3b,Ikbol Fozilzhanov,2023,吉爾吉斯,踢拳,core_checked,The ITA sanctions two kickboxers with 2-year ineligibility periods each for three whereabouts failures：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-sanctions-two-kickboxers-with-2-year-ineligibility-periods-each-for-three-whereabouts-failures/
ita-2c53ad98024e,Tia Sarah Tovarlaza,2023,克羅埃西亞,舉重,core_checked,The ITA acknowledges the CAS ADD decision sanctioning weightlifters Goran Ćetković and Tia Sarah Tovarlaža：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-acknowledges-the-cas-add-decision-sanctioning-weightlifters-goran-cetkovic-and-tia-sarah-tovarlaza/
ita-959ddec62197,Goran Cetkovic,2023,克羅埃西亞,舉重,core_checked,The ITA acknowledges the CAS ADD decision sanctioning weightlifters Goran Ćetković and Tia Sarah Tovarlaža：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-acknowledges-the-cas-add-decision-sanctioning-weightlifters-goran-cetkovic-and-tia-sarah-tovarlaza/
ita-3f8157eb3fb3,Caroline-Rita-Daniele Cruveillier,2023,法國,拳擊,core_checked,The ITA sanctions boxer Caroline Cruveillier with a 24-month period of ineligibility for three whereabouts failures：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-sanctions-boxer-caroline-cruveillier-with-a-24-month-period-of-ineligibility-for-three-whereabouts-failures/
ita-341b2385fca6,Elizaveta Dolzhikova,2014,俄羅斯,跆拳道,core_checked,The ITA reports that two taekwondo athletes have each been sanctioned with a 2-year period of ineligibility：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-reports-that-two-taekwondo-athletes-have-each-been-sanctioned-with-a-2-year-period-of-ineligibility/
ita-48033ebac0a5,Rustam Djangabaev,2024,烏茲別克,舉重,core_checked,The ITA reports that weightlifter Rustam Djangabaev has been sanctioned with an eight-year period of ineligibility：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-reports-that-weightlifter-rustam-djangabaev-has-been-sanctioned-with-an-eight-year-period-of-ineligibility/
ita-51fcd6a4c084,Gitika Narwal,2023,印度,拳擊,core_checked,The ITA acknowledges the CAS ADD decision sanctioning boxer Gitika Narwal：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-acknowledges-the-cas-add-decision-sanctioning-boxer-gitika-narwal/
ita-f6281c790b34,Pavle Vusurovic,2023,蒙特內哥羅,踢拳,core_checked,The ITA sanctions kickboxing athlete Pavle Vusurovic with a 24-month period of ineligibility：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-sanctions-kickboxing-athlete-pavle-vusurovic-with-a-24-month-period-of-ineligibility/
ita-b29e6a80ce73,Muhammad Waqas Akbar,2021,巴基斯坦,舉重,core_checked,The ITA updates on its investigative and prosecutorial activities concerning the Pakistan weightlifting federation：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-updates-on-its-investigative-and-prosecutorial-activities-concerning-the-pakistan-weightlifting-federation/
ita-0ac13662ff6f,Amjad Amin Butt,2021,巴基斯坦,舉重,core_checked,The ITA updates on its investigative and prosecutorial activities concerning the Pakistan weightlifting federation：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-updates-on-its-investigative-and-prosecutorial-activities-concerning-the-pakistan-weightlifting-federation/
ita-6b41f5733e9d,Yuliya Volkova,2014,俄羅斯,跆拳道,core_checked,The ITA reports that two taekwondo athletes have each been sanctioned with a 2-year period of ineligibility：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-reports-that-two-taekwondo-athletes-have-each-been-sanctioned-with-a-2-year-period-of-ineligibility/
ita-59e32de02a5a,Kristina Nad Varga,2024,塞爾維亞,拳擊,core_checked,ITA sanctions boxer Kristina Nad Varga with a 3-year period of ineligibility for the presence of a prohibited substance：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/ita-sanctions-boxer-kristina-nad-varga-with-a-3-year-period-of-ineligibility-for-the-presence-of-a-prohibited-substance/
ita-3bea7cef0331,Ilkhan Dostiyev,2024,哈薩克,自行車,core_checked,UCI statement concerning Ilkhan Dostiyev：完整官方公告；姓名對應段、處分期間及程序說明,https://www.uci.org/pressrelease/uci-statement-concerning-ilkhan-dostiyev/7M4UeMJJgr9zhISMyYzVEJ
ita-b419c5a1a737,Parveen Hooda,2022,印度,拳擊,core_checked,ITA sanctions Indian boxer Parveen Hooda with a 22-month period of ineligibility for three whereabouts failures：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/ita-sanctions-indian-boxer-parveen-hooda-with-a-22-month-period-of-ineligibility-for-three-whereabouts-failures/
ita-92183cbe5be3,Derik Felix Afornali,2022,巴西,鐵人三項,core_checked,The ITA imposes a 2-year sanction on IRONMAN athlete：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-imposes-a-2-year-sanction-on-ironman-athlete/
ita-5ab80b907039,Tamas Ajan,2012,匈牙利,舉重,core_checked,Former IWF president and IWF vice-president sanctioned with a lifetime ban as a result of ITA’s prosecution：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/former-iwf-president-and-iwf-vice-president-sanctioned-with-a-lifetime-ban-as-a-result-of-itas-prosecution/
ita-9a8b5dd8e2a1,Vasco Ribeiro,2022,葡萄牙,衝浪,core_checked,The ITA acknowledges the decision of CAS confirming the sanction of surfer Vasco Ribeiro：完整官方公告；姓名對應段、處分期間及程序說明,https://ita.sport/news/the-ita-acknowledges-the-decision-of-cas-confirming-the-sanction-of-surfer-vasco-ribeiro/
aiu-fcb63b1504c8,Kibiwott Kandie,2025,肯亞,田徑,core_checked,Kibiwott Kandie：AIU／World Athletics 個案決定：第 1–8 頁；第 2、5–18、31–48、50–52 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/Kibwott-KANDIE-Decision.pdf
aiu-8305315880ae,Yamile Herrera,2026,墨西哥,田徑,core_checked,Yamile Herrera：AIU／World Athletics 個案決定：第 1–5 頁；第 2、5–10、17–24 段及第 2、4 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-184-HERRERA-Decision-of-the-AIU.pdf
aiu-4d69497d2000,Gudaf TSEGAY,2025,衣索比亞,田徑,core_checked,Gudaf TSEGAY：AIU／World Athletics 個案決定：第 1 頁，全份公告第 1–5 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-006-Tsegay-Communication-CRA.pdf
aiu-b3119208d998,Deborah Sang,2025,肯亞,田徑,core_checked,Deborah Sang：AIU／World Athletics 個案決定：第 1、2、5、6 頁；第 2、5–10、23–33 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-59-26-68-Deborah-SANG-Decision.pdf
aiu-b92f69a6866b,Patricia Álvarez Pérez,2025,西班牙,田徑,core_checked,Patricia Alvarez：AIU／World Athletics 個案決定：PDF 第 1、2、8–14 頁；第 2、4、44–76 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/260511-WA-v-Alvarez-Decision-Final.pdf
aiu-8f7e371f423d,Zinah SENBETA,2023,衣索比亞,田徑,core_checked,Zinah SENBETA：AIU／World Athletics 個案決定：第 1–6 頁；第 2、5–22、29–36 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-060-Zinah-Senbeta-Decision.pdf
aiu-5403f5195c51,Hillary Kipchirchir Chepkwony,2024,肯亞,田徑,core_checked,Hillary Kipchirchir Chepkwony：AIU／World Athletics 個案決定：PDF 第 1、2、23–25 頁；第 3–6、65–77 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/260501-WA-v-Chepkwony-Decision-Final.pdf
aiu-55fc8ff094dc,Alysha NEWMAN,2025,加拿大,田徑,core_checked,Alysha NEWMAN：AIU／World Athletics 個案決定：PDF 第 1、2、7–10 頁；第 2、7、45–69 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-028-NEWMAN-Decision-of-the-AIU.pdf
aiu-f9e275550d3f,Albert KORIR,2025,肯亞,田徑,core_checked,Albert KORIR：AIU／World Athletics 個案決定：PDF 第 1、2、4–6 頁；第 2、5–11、20–34 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-381-Albert-Korir-Decision.pdf
aiu-4117ae6a5114,Jackline Sakilu,2024,坦尚尼亞,田徑,core_checked,Jackline Sakilu：AIU／World Athletics 個案決定：PDF 第 1–7 頁；第 2、5–42、44–46 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-279-Jackline-SAKILU-Decision.pdf
aiu-25538d1692b0,Sneha Kolleri,2025,印度,田徑,core_checked,Sneha Kolleri：AIU／World Athletics 個案決定：PDF 第 1–9 頁；第 2、9–17、27–45、48–63 段及註 2–3,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/Sneha-KOLLERI-Decision-AIU-25-124.pdf
aiu-dbc9a1f66bb9,Nancy Jelagat Meto,2024,肯亞,田徑,core_checked,Nancy Jelagat Meto：AIU 個案決定：PDF 第 1–6 頁；第 2、5–24、27–35 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-175-Nancy-Jelagat-Meto-Decision.pdf
aiu-7f1ad8515185,Fred Kerley,2024,美國,田徑,core_checked,Fred Kerley：AIU／紀律庭個案決定：PDF 第 1–3、50–53 頁；尤其第 193–205 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/260227_WA-v-Kerley_Decision.pdf
aiu-bc0ceeb232fa,Twinkle Chaudhary,2025,印度,田徑,core_checked,Twinkle Chaudhary：AIU／紀律庭個案決定：PDF 第 1–3、17–20 頁；尤其第 51、55、59 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/260225_WA-v-Twinkle-Chaudhary_Decision.pdf
aiu-e51af3de2c02,Mathew Samperu,2025,肯亞,田徑,core_checked,Mathew Samperu：AIU 個案決定：PDF 第 1、2、4、5 頁；第 2、5–10、19–26 段及註 3,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-022-Mathew-SAMPERU-Decision.pdf
aiu-50084e62b4f1,Pooja Aatmaram,2025,印度,田徑,core_checked,Pooja Aatmaram：AIU 個案決定：PDF 第 1、2、4、5 頁；第 2、6–8、15–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-026-Pooja-AATMARAM-Decision.pdf
aiu-cd329977c5ef,Blessing Solomon,2025,奈及利亞,田徑,core_checked,Blessing Solomon：AIU 個案決定：PDF 第 1–4 頁；第 2、5–9、12–23 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-26-25-Blessing-SOLOMON-Decision.pdf
aiu-8b52daa95cd1,Benard Kibet Koech,2024,肯亞,田徑,core_checked,Benard Kibet Koech：AIU／紀律庭個案決定：PDF 實體第 1、2、46–49 頁；第 155–168 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/260129-World-Athletics-v-Kibet-Koech-Decision-Redacted6.pdf
aiu-edc5ff29ebf6,Brian Limo,2025,肯亞,田徑,core_checked,Brian Limo：AIU 個案決定：全文第 1–7 頁，尤其第 5–20、24–37 段及第 2、3 註,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-095-25-378-Brian-LIMO-Decision.pdf
aiu-6b05a65fa97e,Mercyline Chelangat,2025,烏干達,田徑,core_checked,Mercyline Chelangat：AIU／紀律庭個案決定：PDF 第 1–7 頁；尤其第 5–6、11–21、30 段與最終處分,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-298-Mercyline-CHELANGAT-Decision83.pdf
aiu-b487a4c8f0f5,Yousef Mohammed Al-Asiri,2023,沙烏地阿拉伯,田徑,core_checked,Yousef Mohammed Al-Asiri：AIU／紀律庭個案決定：PDF 第 1–3、25–27 頁；尤其第 125–127 段及主文,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/251222-WA-v-Al-Asiri-Decision-Redacted2.pdf
aiu-d9d3f6f972eb,Jemila Wortesa,2025,衣索比亞,田徑,core_checked,Jemila Wortesa：AIU 個案決定：PDF 第 1、2、5、6 頁；第 2、5–8、30–38 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-232-Jemila-WORTESA-Decision.pdf
aiu-0031fcaf050f,Alice Koigi,2025,肯亞,田徑,core_checked,Alice Koigi：AIU 個案決定：PDF 第 1–4 頁；第 2、5–23 段及註 3、5,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-411-Alice-KOIGI-Decision.pdf
aiu-46aeac00cc17,Sheila Chelangat,2024,肯亞,田徑,core_checked,Sheila Chelangat：AIU／紀律庭個案決定：PDF 第 1–3、17–20 頁；尤其第 2–6、65–74 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/251128-WA-v-Chelangat-Decision.pdf
aiu-c3a658ea8149,Lydia Cheptarus Cheruiyot,2025,肯亞,田徑,core_checked,Lydia Cheptarus Cheruiyot：AIU 個案決定：PDF 第 1–4 頁；第 2、5–20 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-338-Lydia-Cheptarus-CHERUIYOT-Decision.pdf
aiu-8afca5fd5947,Yelena Kotulskaya,2013,俄羅斯,田徑,core_checked,Yelena Kotulskaya：AIU 原決定：第 1–7 頁；第 6、7–12、15–28 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-128-Yelena-KOTULSKAYA-Decision.pdf
aiu-e6f07ad6983e,Marina Novikova Pandakova,2013,俄羅斯,田徑,core_checked,Marina Novikova Pandakova：AIU 原決定：第 1–6 頁；第 6、9–16、20–26 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-156-Marina-NOVIKOVA-PANDAKOVA-Decision.pdf
aiu-513c0f4ab313,Marat Ablyazov,2013,俄羅斯,田徑,core_checked,Marat Ablyazov：AIU 原決定：第 1、2、5、6 頁；第 6、22–28 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-23-157-Marat-ABLYAZOV-Decision.pdf
aiu-efd2d8d072ff,Pavel Ivashko,2014,俄羅斯,田徑,core_checked,Pavel Ivashko：AIU 原決定：第 1、2、5、6 頁；第 6、21–27 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-50-Pavel-IVASHKO-Decision.pdf
aiu-6d47d6430f87,Esphond Cheruiyot,2025,肯亞,田徑,core_checked,Esphond Cheruiyot：AIU 個案決定：PDF 第 1–4 頁；第 2、5–9、12–23 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-330-Esphond-CHERUIYOT-Decision44.pdf
aiu-1da4c803b608,Esther Gitahi,2023,肯亞,田徑,core_checked,Esther Gitahi：AIU／紀律庭個案決定：PDF 實體第 1、2、14–16 頁；尤其第 46–57 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/251020-Decision-WA-v-Gitahi-Amended_Redacted.pdf
aiu-89efc48649bb,Cornelius Kibet Kiplagat,2025,肯亞,田徑,core_checked,Cornelius Kibet Kiplagat：AIU 個案決定：PDF 第 1–6 頁；第 2、5–30 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-283-Cornelius-Kibet-KIPLAGAT-Decision21.pdf
aiu-c07d6fc3cced,Joyline Chepngeno,2025,肯亞,田徑,core_checked,Joyline Chepngeno：AIU 個案決定：PDF 第 1–4 頁；第 2、5–20 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-277-Joyline-CHEPNGENO-Decision83.pdf
aiu-6d0ee595fa54,Maryna Bekh-Romanchuk,2024,烏克蘭,田徑,core_checked,Maryna Bekh-Romanchuk：AIU 個案決定：PDF 第 1–6 頁；第 2、5–40 段，尤其第 28–36 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-47-BEKH-ROMANCHUK-Decision.pdf
aiu-f52e72e49a35,Roncer Kipkorir Konga,2024,肯亞,田徑,core_checked,Roncer Kipkorir Konga：AIU 個案決定：PDF 第 1–6 頁；第 2、5–31 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-159-Konga-Decision.pdf
aiu-070b562aa8b4,Judy Jelagat Kemboi,2025,肯亞,田徑,core_checked,Judy Jelagat Kemboi：AIU 個案決定：PDF 第 1–4 頁；第 2、5–27 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-097-Judy-Jelegat-KEMBOI-Decision.pdf
aiu-7ecea0d3f0fd,Sheila Chebet,2024,肯亞,田徑,core_checked,Sheila Chebet：AIU 個案決定：全文第 1–8 頁，尤其第 2、5–32、35–49 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-272-25-189-Sheila-CHEBET-Decision.pdf
aiu-145cb734821e,Morine Gesare Michira,2025,肯亞,田徑,core_checked,Morine Gesare Michira：AIU 個案決定：PDF 第 1–4 頁；第 2、5–30 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-071-Morine-Gesare-MICHIRA-Decision.pdf
aiu-ce8bed2882d7,Ronald Kimeli Kurgat,2024,肯亞,田徑,core_checked,Ronald Kimeli Kurgat：AIU 個案決定：PDF 第 1–6 頁；第 2、6–29、32–44 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-336-Ronald-KURGAT-Decision.pdf
aiu-30a81b2d0d8f,Felix Kirui,2025,肯亞,田徑,core_checked,Felix Kirui：AIU 個案決定：PDF 第 1–4 頁；第 2、5–21 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-173-Felix-KIRUI-Decision.pdf
aiu-34aeaaef8366,Andrej Hladnik,2024,克羅埃西亞,田徑,core_checked,Andrej Hladnik：AIU 個案決定：全文第 1–11 頁，尤其第 5–8、25、32–44、52、56–70 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-293-HLADNIK-Decision.pdf
aiu-c42fc707f5bf,Citlali Cristian Moscote,2025,墨西哥,田徑,core_checked,Citlali Cristian Moscote：AIU 個案決定：PDF 第 1–6 頁；第 2–3、6–34 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-2-Citlali-CRISTIAN-MOSCOTE-Decision73.pdf
aiu-aa575a1e2dbf,Daniel Kinyanjui,2024,肯亞,田徑,core_checked,Daniel Kinyanjui：AIU 個案決定：全文第 1–7 頁，尤其第 2、5–19、21–29、31–39 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-389-25-088-KINYANJUI-Decision_FINAL.pdf
aiu-5f5be6118fe3,Varsha Tekam,2024,印度,田徑,core_checked,Varsha Tekam：AIU 個案決定：PDF 第 1–5 頁；第 2、4–25 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-125-TEKAM-Decision.pdf
aiu-83ec752ef25a,Tadu Teshome Nare,2024,衣索比亞,田徑,core_checked,Tadu Teshome Nare：AIU 個案決定：全文第 1–8 頁，尤其第 7、12–35、52–59 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-361-TESHOME-Decision_FINAL.pdf
aiu-79e1da0d7788,Nehemiah Kipyegon,2025,肯亞,田徑,core_checked,Nehamiah Kipyegon：AIU 個案決定：PDF 第 1–4 頁；第 2、5–26 段及註 2,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-48-KIPYEGON-Decision.pdf
aiu-5f4a21c5bb08,Roman Kokoshko,2024,烏克蘭,田徑,core_checked,Roman Kokoshko：AIU 個案決定：全文第 1–8 頁，尤其第 2、7、9–39、47、50–57 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-359-KOKOSHKO-Decision_FINAL.pdf
aiu-0ddb7eb4095a,Daniel Do Nascimento,2024,巴西,田徑,core_checked,Daniel Do Nascimento：AIU 個案決定：全文第 1–7 頁，尤其第 5–15、23–38、40–42 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-24-177-DO-NASCIMENTO-Decision.pdf
aiu-fc3d628c829c,Brian Kipsang,2025,肯亞,田徑,core_checked,Brian Kipsang：AIU 個案決定：PDF 第 1–3 頁；第 2、5–21 段,https://www.athleticsintegrity.org/downloads/pdfs/disciplinary-process/en/AIU-25-056-KIPSANG-Decision.pdf
